ComplaintID,Complaint,Category,Urgency
CMP_10327,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_10328,the grip tape on the badminton racquets in the inventory is completely worn out.,Sports,Low
CMP_10329,Live naked electric wires are exposed in the hallway of the third floor near the water cooler.,Electricity,Critical
CMP_10330,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_10331,The elevator in PG Married Hostel is jerking badly while moving between floors.,Hostel,Medium
CMP_10332,Severe water leakage from the ceiling in room 228 damaging personal belongings.,Hostel,High
CMP_10333,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_10334,Firewalls are blocking access to critical academic research servers and repository sites entirely.,Internet,Critical
CMP_10335,"The air conditioning system in the reading room is rally turned off, making it suffocating.",Library,Medium
CMP_10336,The main entry door lock for room 234 is rally completely broken and cannt be locked.,Hostel,High
CMP_10337,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_10338,the fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_10339,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_10340,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_10341,"The corridor lights on the fourth floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_10342,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_10343,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_10344,No hot water supply in the showers of Boys Hostel Block A during early morning hours.,Plumbing,Medium
CMP_10345,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_10346,The biosafety cabinet ventilation failed while handling pathogenic bacterial samples.,Laboratory,Critical
CMP_10347,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_10348,The automated book search kiosk terminal is rally running extremely slowly.,Library,Low
CMP_10349,"a large chunk of plaster fell from the ceiling in room 172, narrowly missing a student.",Hostel,Critical
CMP_10350,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_10351,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_10352,A bicycle locked near block Hostel 5 was stolen during broad daylight.,Security,Medium
CMP_10353,Frequent voltage fluctuations in Hostel 9 are causing laptops to restart continuously.,Electricity,Medium
CMP_10354,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_10355,The projector screen in classroom 578 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_10356,Complete power blackout in the entire wing of Girls Hostel Block D for over 6 hours.,Electricity,High
CMP_10357,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_10358,"The swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_10359,severe water leakage from the ceiling in room 113 damaging personal belongings.,Hostel,High
CMP_10360,The breakfast was served cold today at the counter.,Mess,Low
CMP_10361,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_10362,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_10363,LAN connection port in room 438 is physically damaged and loose.,Internet,Medium
CMP_10364,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_10365,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_10366,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_10367,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_10368,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_10369,the fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_10370,Severe water leakage from the ceiling in room 222 damaging personal belongings.,Hostel,High
CMP_10371,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_10372,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_10373,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_10374,A caterpillar and dead flies were found in the vegetable curry served during dinner.,Mess,High
CMP_10375,No hot water supply in the showers of Girls Hostel Block C during early morning hours.,Plumbing,Medium
CMP_10376,The digital thermometer at the campus clinic is rally out of battery and nt replaced.,Medical,Medium
CMP_10377,A caterpillar and dead flies were found in the vegetable curry served during dinner.,Mess,High
CMP_10378,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_10379,A bicycle locked near block Boys Hostel Block B was stolen during broad daylight.,Security,Medium
CMP_10380,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_10381,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_10382,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_10383,The ceiling fan in room 582 is making a slight clicking sound.,Hostel,Low
CMP_10384,The main entry door lock for room 433 is completely broken and cannot be locked.,Hostel,High
CMP_10385,One of the three tube lights in room 461 has fused.,Electricity,Low
CMP_10386,Complete power blackout in the entire wing of Hostel 5 for over 6 hours.,Electricity,High
CMP_10387,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_10388,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_10389,The study lamp socket on table 34 is not drawing any power.,Electricity,Low
CMP_10390,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_10391,The visitor logbook at the entrance gate is not being filled out properly by guards.,Security,Low
CMP_10392,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_10393,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_10394,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_10395,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_10396,The waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_10397,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_10398,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_10399,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_10400,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_10401,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_10402,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_10403,The grip tape on the badminton racquets in the inventory is completely worn out.,Sports,Low
CMP_10404,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_10405,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_10406,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_10407,The air conditioning in the long-route university bus number B-01 is completely broken.,Transport,Medium
CMP_10408,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_10409,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
